time_sec,command,a,b,s1,s2,s3,ds1,ds2,ds3,w1,w2,w3,i1,i2,i3,lookahead1,lookahead2,x,y,vx,vy
11.624,,-3.139,5.757,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,12.192,6.096,2,4,2,9.357,4.857,0.028,-5.757,0.002,-0.778
11.626,CLOSE_22,,,,,,,,,,,,,,,,,,,,
11.629,CLOSE_24,,,,,,,,,,,,,,,,,,,,
11.633,CLOSE_26,,,,,,,,,,,,,,,,,,,,
11.987,,3.105,6.064,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,12.192,6.096,2,4,2,9.665,5.164,0.020,-6.064,-0.028,-0.763
11.990,CLOSE_22,,,,,,,,,,,,,,,,,,,,
11.993,CLOSE_24,,,,,,,,,,,,,,,,,,,,
11.995,CLOSE_26,,,,,,,,,,,,,,,,,,,,
12.022,,3.105,6.064,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,12.192,6.096,2,4,2,9.665,5.164,0.020,-6.064,-0.028,-0.763
12.024,CLOSE_22,,,,,,,,,,,,,,,,,,,,
12.025,CLOSE_24,,,,,,,,,,,,,,,,,,,,
12.028,CLOSE_26,,,,,,,,,,,,,,,,,,,,
12.385,,-3.093,6.381,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,12.192,6.096,2,4,2,9.981,5.481,0.028,-6.381,0.039,-0.810
12.387,CLOSE_22,,,,,,,,,,,,,,,,,,,,
12.389,CLOSE_24,,,,,,,,,,,,,,,,,,,,
12.391,CLOSE_26,,,,,,,,,,,,,,,,,,,,
12.415,,-3.093,6.381,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,12.192,6.096,2,4,2,9.981,5.481,0.028,-6.381,0.039,-0.810
12.417,CLOSE_22,,,,,,,,,,,,,,,,,,,,
12.419,CLOSE_24,,,,,,,,,,,,,,,,,,,,
12.421,CLOSE_26,,,,,,,,,,,,,,,,,,,,
12.790,,-3.138,6.695,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,12.192,6.096,2,4,2,10.295,5.795,0.039,-6.695,0.003,-0.765
12.795,CLOSE_22,,,,,,,,,,,,,,,,,,,,
12.797,CLOSE_24,,,,,,,,,,,,,,,,,,,,
12.798,CLOSE_26,,,,,,,,,,,,,,,,,,,,
12.829,,-3.138,6.695,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,12.192,6.096,2,4,2,10.295,5.795,0.039,-6.695,0.003,-0.765
12.831,CLOSE_22,,,,,,,,,,,,,,,,,,,,
12.839,CLOSE_24,,,,,,,,,,,,,,,,,,,,
12.846,CLOSE_26,,,,,,,,,,,,,,,,,,,,
13.181,,-3.101,7.006,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,12.192,6.096,2,4,2,10.606,6.106,0.042,-7.006,0.032,-0.787
13.183,CLOSE_22,,,,,,,,,,,,,,,,,,,,
13.185,CLOSE_26,,,,,,,,,,,,,,,,,,,,
13.186,CLOSE_22,,,,,,,,,,,,,,,,,,,,
13.188,CLOSE_24,,,,,,,,,,,,,,,,,,,,
13.189,CLOSE_26,,,,,,,,,,,,,,,,,,,,
13.213,,-3.101,7.006,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",9.144,12.192,9.144,3,4,3,10.606,6.106,0.042,-7.006,0.032,-0.787
13.216,CLOSE_22,,,,,,,,,,,,,,,,,,,,
13.217,CLOSE_24,,,,,,,,,,,,,,,,,,,,
13.218,CLOSE_26,,,,,,,,,,,,,,,,,,,,
13.583,,-3.099,7.323,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",9.144,12.192,9.144,3,4,3,10.923,6.423,0.049,-7.323,0.033,-0.776
13.585,CLOSE_22,,,,,,,,,,,,,,,,,,,,
13.586,CLOSE_24,,,,,,,,,,,,,,,,,,,,
13.589,CLOSE_26,,,,,,,,,,,,,,,,,,,,
13.613,,-3.099,7.323,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",9.144,12.192,9.144,3,4,3,10.923,6.423,0.049,-7.323,0.033,-0.776
13.615,CLOSE_22,,,,,,,,,,,,,,,,,,,,
13.616,CLOSE_24,,,,,,,,,,,,,,,,,,,,
13.618,CLOSE_26,,,,,,,,,,,,,,,,,,,,
13.986,,3.126,7.636,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",9.144,12.192,9.144,3,4,3,11.236,6.736,0.048,-7.636,-0.011,-0.726
13.988,CLOSE_22,,,,,,,,,,,,,,,,,,,,
13.989,CLOSE_24,,,,,,,,,,,,,,,,,,,,
13.990,CLOSE_26,,,,,,,,,,,,,,,,,,,,
14.015,,3.126,7.636,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",9.144,12.192,9.144,3,4,3,11.236,6.736,0.048,-7.636,-0.011,-0.726
14.016,CLOSE_22,,,,,,,,,,,,,,,,,,,,
14.018,CLOSE_24,,,,,,,,,,,,,,,,,,,,
14.019,CLOSE_26,,,,,,,,,,,,,,,,,,,,
14.392,,-3.112,7.948,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",9.144,12.192,9.144,3,4,3,11.548,7.048,0.054,-7.948,0.024,-0.799
14.394,CLOSE_22,,,,,,,,,,,,,,,,,,,,
14.395,CLOSE_24,,,,,,,,,,,,,,,,,,,,
14.396,CLOSE_26,,,,,,,,,,,,,,,,,,,,
14.422,,-3.112,7.948,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",9.144,12.192,9.144,3,4,3,11.548,7.048,0.054,-7.948,0.024,-0.799
14.425,CLOSE_22,,,,,,,,,,,,,,,,,,,,
14.426,CLOSE_24,,,,,,,,,,,,,,,,,,,,
14.427,CLOSE_26,,,,,,,,,,,,,,,,,,,,
14.788,,3.133,8.251,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",9.144,12.192,9.144,3,4,3,11.851,7.351,0.059,-8.251,-0.006,-0.734
14.790,CLOSE_22,,,,,,,,,,,,,,,,,,,,
14.791,CLOSE_24,,,,,,,,,,,,,,,,,,,,
14.792,CLOSE_26,,,,,,,,,,,,,,,,,,,,
14.819,,3.133,8.251,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",9.144,12.192,9.144,3,4,3,11.851,7.351,0.059,-8.251,-0.006,-0.734
14.823,CLOSE_22,,,,,,,,,,,,,,,,,,,,
14.825,CLOSE_24,,,,,,,,,,,,,,,,,,,,
14.831,CLOSE_26,,,,,,,,,,,,,,,,,,,,
15.183,,-3.104,8.560,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",9.144,12.192,9.144,3,4,3,12.160,7.660,0.065,-8.560,0.031,-0.814
15.186,CLOSE_22,,,,,,,,,,,,,,,,,,,,
15.188,CLOSE_24,,,,,,,,,,,,,,,,,,,,
15.190,CLOSE_26,,,,,,,,,,,,,,,,,,,,
15.216,,-3.104,8.560,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",9.144,12.192,9.144,3,4,3,12.160,7.660,0.065,-8.560,0.031,-0.814
15.219,CLOSE_22,,,,,,,,,,,,,,,,,,,,
15.221,CLOSE_24,,,,,,,,,,,,,,,,,,,,
15.223,CLOSE_26,,,,,,,,,,,,,,,,,,,,
15.588,,-3.111,8.877,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",9.144,12.192,9.144,3,4,3,12.477,7.977,0.067,-8.877,0.024,-0.772
15.592,OPEN_24,,,,,,,,,,,,,,,,,,,,
15.596,CLOSE_22,,,,,,,,,,,,,,,,,,,,
15.602,CLOSE_24,,,,,,,,,,,,,,,,,,,,
15.605,CLOSE_26,,,,,,,,,,,,,,,,,,,,
15.662,,-3.111,8.877,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",9.144,None,9.144,3,5,3,12.477,7.977,0.067,-8.877,0.024,-0.772
15.668,CLOSE_22,,,,,,,,,,,,,,,,,,,,
15.669,CLOSE_24,,,,,,,,,,,,,,,,,,,,
15.670,CLOSE_26,,,,,,,,,,,,,,,,,,,,
15.989,,-3.099,9.193,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",9.144,None,9.144,3,5,3,12.793,8.293,0.083,-9.193,0.033,-0.774
15.992,CLOSE_22,,,,,,,,,,,,,,,,,,,,
15.993,CLOSE_24,,,,,,,,,,,,,,,,,,,,
15.994,CLOSE_26,,,,,,,,,,,,,,,,,,,,
16.019,,-3.099,9.193,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",9.144,None,9.144,3,5,3,12.793,8.293,0.083,-9.193,0.033,-0.774
16.021,CLOSE_22,,,,,,,,,,,,,,,,,,,,
16.023,CLOSE_24,,,,,,,,,,,,,,,,,,,,
16.024,CLOSE_26,,,,,,,,,,,,,,,,,,,,
16.386,,-3.139,9.513,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",9.144,None,9.144,3,5,3,13.113,8.613,0.087,-9.513,0.002,-0.769
16.389,CLOSE_22,,,,,,,,,,,,,,,,,,,,
16.391,CLOSE_24,,,,,,,,,,,,,,,,,,,,
16.393,CLOSE_26,,,,,,,,,,,,,,,,,,,,
16.429,,-3.139,9.513,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",9.144,None,9.144,3,5,3,13.113,8.613,0.087,-9.513,0.002,-0.769
16.435,CLOSE_22,,,,,,,,,,,,,,,,,,,,
16.456,CLOSE_24,,,,,,,,,,,,,,,,,,,,
16.461,CLOSE_26,,,,,,,,,,,,,,,,,,,,
16.786,,-3.131,9.825,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",9.144,None,9.144,3,5,3,13.425,8.925,0.087,-9.825,0.008,-0.774
16.790,CLOSE_22,,,,,,,,,,,,,,,,,,,,
16.794,CLOSE_24,,,,,,,,,,,,,,,,,,,,
16.795,CLOSE_26,,,,,,,,,,,,,,,,,,,,
16.826,,-3.131,9.825,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",9.144,None,9.144,3,5,3,13.425,8.925,0.087,-9.825,0.008,-0.774
16.830,CLOSE_22,,,,,,,,,,,,,,,,,,,,
16.831,CLOSE_24,,,,,,,,,,,,,,,,,,,,
16.832,CLOSE_26,,,,,,,,,,,,,,,,,,,,
17.181,,3.135,10.129,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",9.144,None,9.144,3,5,3,13.729,9.229,0.085,-10.129,-0.005,-0.778
17.184,CLOSE_22,,,,,,,,,,,,,,,,,,,,
17.186,CLOSE_26,,,,,,,,,,,,,,,,,,,,
17.188,CLOSE_22,,,,,,,,,,,,,,,,,,,,
17.190,CLOSE_24,,,,,,,,,,,,,,,,,,,,
17.192,CLOSE_26,,,,,,,,,,,,,,,,,,,,
17.220,,3.135,10.129,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",12.192,None,12.192,4,5,4,13.729,9.229,0.085,-10.129,-0.005,-0.778
17.221,OPEN_22,,,,,,,,,,,,,,,,,,,,
17.225,OPEN_26,,,,,,,,,,,,,,,,,,,,
17.233,CLOSE_22,,,,,,,,,,,,,,,,,,,,
17.240,CLOSE_24,,,,,,,,,,,,,,,,,,,,
17.243,CLOSE_26,,,,,,,,,,,,,,,,,,,,
17.583,,-3.140,10.439,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",None,None,None,5,5,5,14.039,9.539,0.090,-10.439,0.001,-0.765
17.586,CLOSE_22,,,,,,,,,,,,,,,,,,,,
17.588,CLOSE_24,,,,,,,,,,,,,,,,,,,,
17.589,CLOSE_26,,,,,,,,,,,,,,,,,,,,
17.615,,-3.140,10.439,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",None,None,None,5,5,5,14.039,9.539,0.090,-10.439,0.001,-0.765
17.625,CLOSE_22,,,,,,,,,,,,,,,,,,,,
17.630,CLOSE_24,,,,,,,,,,,,,,,,,,,,
17.633,CLOSE_26,,,,,,,,,,,,,,,,,,,,
17.987,,-3.119,10.752,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",None,None,None,5,5,5,14.352,9.852,0.093,-10.752,0.017,-0.766
17.988,CLOSE_22,,,,,,,,,,,,,,,,,,,,
17.992,CLOSE_24,,,,,,,,,,,,,,,,,,,,
17.996,CLOSE_26,,,,,,,,,,,,,,,,,,,,
18.023,,-3.119,10.752,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",None,None,None,5,5,5,14.352,9.852,0.093,-10.752,0.017,-0.766
18.025,CLOSE_22,,,,,,,,,,,,,,,,,,,,
18.029,CLOSE_24,,,,,,,,,,,,,,,,,,,,
18.031,CLOSE_26,,,,,,,,,,,,,,,,,,,,
18.385,,-3.093,11.073,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",None,None,None,5,5,5,14.673,10.173,0.102,-11.073,0.038,-0.774
18.387,CLOSE_22,,,,,,,,,,,,,,,,,,,,
18.388,CLOSE_24,,,,,,,,,,,,,,,,,,,,
18.390,CLOSE_26,,,,,,,,,,,,,,,,,,,,
18.415,,-3.093,11.073,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",None,None,None,5,5,5,14.673,10.173,0.102,-11.073,0.038,-0.774
18.421,CLOSE_22,,,,,,,,,,,,,,,,,,,,
18.423,CLOSE_24,,,,,,,,,,,,,,,,,,,,
18.426,CLOSE_26,,,,,,,,,,,,,,,,,,,,
18.789,,-3.142,11.386,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",None,None,None,5,5,5,14.986,10.486,0.108,-11.386,0.000,-0.715
18.794,CLOSE_22,,,,,,,,,,,,,,,,,,,,
18.796,CLOSE_24,,,,,,,,,,,,,,,,,,,,
18.798,CLOSE_26,,,,,,,,,,,,,,,,,,,,
18.828,,-3.142,11.386,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",None,None,None,5,5,5,14.986,10.486,0.108,-11.386,0.000,-0.715
18.831,CLOSE_22,,,,,,,,,,,,,,,,,,,,
18.833,CLOSE_24,,,,,,,,,,,,,,,,,,,,
18.836,CLOSE_26,,,,,,,,,,,,,,,,,,,,
19.181,,-3.131,11.690,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",None,None,None,5,5,5,15.290,10.790,0.104,-11.690,0.008,-0.774
19.184,CLOSE_22,,,,,,,,,,,,,,,,,,,,
19.185,CLOSE_24,,,,,,,,,,,,,,,,,,,,
19.187,CLOSE_26,,,,,,,,,,,,,,,,,,,,
19.214,,-3.131,11.690,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",None,None,None,5,5,5,15.290,10.790,0.104,-11.690,0.008,-0.774
19.216,CLOSE_22,,,,,,,,,,,,,,,,,,,,
19.218,CLOSE_24,,,,,,,,,,,,,,,,,,,,
19.221,CLOSE_26,,,,,,,,,,,,,,,,,,,,
19.583,,-3.130,12.006,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",None,None,None,5,5,5,15.606,11.106,0.114,-12.006,0.009,-0.759
19.587,CLOSE_22,,,,,,,,,,,,,,,,,,,,
19.590,CLOSE_24,,,,,,,,,,,,,,,,,,,,
19.593,CLOSE_26,,,,,,,,,,,,,,,,,,,,
19.618,,-3.130,12.006,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",None,None,None,5,5,5,15.606,11.106,0.114,-12.006,0.009,-0.759
19.620,CLOSE_22,,,,,,,,,,,,,,,,,,,,
19.624,CLOSE_24,,,,,,,,,,,,,,,,,,,,
19.626,CLOSE_26,,,,,,,,,,,,,,,,,,,,
19.988,,3.116,12.318,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",None,None,None,5,5,5,15.918,11.418,0.106,-12.318,-0.019,-0.739
20.014,,3.116,12.318,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",None,None,None,5,5,5,15.918,11.418,0.106,-12.318,-0.019,-0.739
20.385,,-3.137,12.628,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",None,None,None,5,5,5,16.228,11.728,0.104,-12.628,0.004,-0.812
20.411,,-3.137,12.628,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",None,None,None,5,5,5,16.228,11.728,0.104,-12.628,0.004,-0.812
20.790,,-3.094,12.942,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",None,None,None,5,5,5,16.542,12.042,0.110,-12.942,0.037,-0.769
20.815,,-3.094,12.942,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",None,None,None,5,5,5,16.542,12.042,0.110,-12.942,0.037,-0.769
21.183,,-3.127,13.252,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",None,None,None,5,5,5,16.852,12.352,0.115,-13.252,0.011,-0.775
21.209,,-3.127,13.252,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",None,None,None,5,5,5,16.852,12.352,0.115,-13.252,0.011,-0.775
21.581,,-3.129,13.570,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",None,None,None,5,5,5,17.170,12.670,0.124,-13.570,0.010,-0.779
21.608,,-3.129,13.570,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",None,None,None,5,5,5,17.170,12.670,0.124,-13.570,0.010,-0.779
21.988,,3.117,13.878,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",None,None,None,5,5,5,17.478,12.978,0.120,-13.878,-0.019,-0.779
22.014,,3.117,13.878,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",None,None,None,5,5,5,17.478,12.978,0.120,-13.878,-0.019,-0.779
22.389,,-3.111,14.198,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",None,None,None,5,5,5,17.798,13.298,0.135,-14.198,0.025,-0.828
22.413,,-3.111,14.198,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",None,None,None,5,5,5,17.798,13.298,0.135,-14.198,0.025,-0.828
22.788,,3.135,14.525,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",None,None,None,5,5,5,18.125,13.625,0.138,-14.525,-0.005,-0.817
22.814,,3.135,14.525,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",None,None,None,5,5,5,18.125,13.625,0.138,-14.525,-0.005,-0.817
23.183,,3.123,14.838,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",None,None,None,5,5,5,18.438,13.938,0.146,-14.838,-0.015,-0.787
23.209,,3.123,14.838,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",None,None,None,5,5,5,18.438,13.938,0.146,-14.838,-0.015,-0.787
23.590,,3.128,15.155,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",None,None,None,5,5,5,18.755,14.255,0.143,-15.155,-0.011,-0.791
23.615,,3.128,15.155,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",None,None,None,5,5,5,18.755,14.255,0.143,-15.155,-0.011,-0.791
23.988,,-3.129,15.471,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",None,None,None,5,5,5,19.071,14.571,0.153,-15.471,0.010,-0.769
24.015,,-3.129,15.471,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",None,None,None,5,5,5,19.071,14.571,0.153,-15.471,0.010,-0.769
