time_sec,command,a,b,s1,s2,s3,ds1,ds2,ds3,w1,w2,w3,i1,i2,i3,lookahead1,lookahead2,x,y,vx,vy
24.770,CLOSE_26,,,,,,,,,,,,,,,,,,,,
25.130,,2.976,0.003,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.603,-0.897,0.002,-0.003,-0.002,-0.012
25.132,CLOSE_22,,,,,,,,,,,,,,,,,,,,
25.137,CLOSE_24,,,,,,,,,,,,,,,,,,,,
25.139,CLOSE_26,,,,,,,,,,,,,,,,,,,,
25.140,CLOSE_22,,,,,,,,,,,,,,,,,,,,
25.142,CLOSE_24,,,,,,,,,,,,,,,,,,,,
25.143,CLOSE_26,,,,,,,,,,,,,,,,,,,,
25.167,,2.976,0.003,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.603,-0.897,0.002,-0.003,-0.002,-0.012
25.169,CLOSE_22,,,,,,,,,,,,,,,,,,,,
25.173,CLOSE_24,,,,,,,,,,,,,,,,,,,,
25.176,CLOSE_26,,,,,,,,,,,,,,,,,,,,
25.181,CLOSE_22,,,,,,,,,,,,,,,,,,,,
25.183,CLOSE_24,,,,,,,,,,,,,,,,,,,,
25.186,CLOSE_26,,,,,,,,,,,,,,,,,,,,
25.527,,-0.000,0.002,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.602,-0.898,0.003,-0.002,0.000,0.003
25.529,CLOSE_22,,,,,,,,,,,,,,,,,,,,
25.535,CLOSE_24,,,,,,,,,,,,,,,,,,,,
25.538,CLOSE_26,,,,,,,,,,,,,,,,,,,,
25.541,CLOSE_22,,,,,,,,,,,,,,,,,,,,
25.543,CLOSE_24,,,,,,,,,,,,,,,,,,,,
25.545,CLOSE_26,,,,,,,,,,,,,,,,,,,,
25.573,,-0.000,0.002,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.602,-0.898,0.003,-0.002,0.000,0.003
25.577,CLOSE_22,,,,,,,,,,,,,,,,,,,,
25.580,CLOSE_24,,,,,,,,,,,,,,,,,,,,
25.584,CLOSE_26,,,,,,,,,,,,,,,,,,,,
25.587,CLOSE_22,,,,,,,,,,,,,,,,,,,,
25.588,CLOSE_24,,,,,,,,,,,,,,,,,,,,
25.592,CLOSE_26,,,,,,,,,,,,,,,,,,,,
25.930,,-2.433,0.002,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.602,-0.898,0.002,-0.002,0.006,-0.007
25.933,CLOSE_22,,,,,,,,,,,,,,,,,,,,
25.934,CLOSE_24,,,,,,,,,,,,,,,,,,,,
25.936,CLOSE_26,,,,,,,,,,,,,,,,,,,,
25.938,CLOSE_22,,,,,,,,,,,,,,,,,,,,
25.940,CLOSE_24,,,,,,,,,,,,,,,,,,,,
25.942,CLOSE_26,,,,,,,,,,,,,,,,,,,,
25.973,,-2.433,0.002,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.602,-0.898,0.002,-0.002,0.006,-0.007
25.976,CLOSE_22,,,,,,,,,,,,,,,,,,,,
25.980,CLOSE_24,,,,,,,,,,,,,,,,,,,,
25.983,CLOSE_26,,,,,,,,,,,,,,,,,,,,
25.989,CLOSE_22,,,,,,,,,,,,,,,,,,,,
25.996,CLOSE_24,,,,,,,,,,,,,,,,,,,,
26.000,CLOSE_26,,,,,,,,,,,,,,,,,,,,
26.324,,2.863,0.002,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.602,-0.898,-0.002,-0.002,-0.004,-0.014
26.329,CLOSE_22,,,,,,,,,,,,,,,,,,,,
26.331,CLOSE_24,,,,,,,,,,,,,,,,,,,,
26.335,CLOSE_26,,,,,,,,,,,,,,,,,,,,
26.337,CLOSE_22,,,,,,,,,,,,,,,,,,,,
26.343,CLOSE_24,,,,,,,,,,,,,,,,,,,,
26.362,CLOSE_26,,,,,,,,,,,,,,,,,,,,
26.389,,2.863,0.002,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.602,-0.898,-0.002,-0.002,-0.004,-0.014
26.392,CLOSE_22,,,,,,,,,,,,,,,,,,,,
26.394,CLOSE_24,,,,,,,,,,,,,,,,,,,,
26.396,CLOSE_26,,,,,,,,,,,,,,,,,,,,
26.398,CLOSE_22,,,,,,,,,,,,,,,,,,,,
26.400,CLOSE_24,,,,,,,,,,,,,,,,,,,,
26.402,CLOSE_26,,,,,,,,,,,,,,,,,,,,
26.727,,-0.927,0.003,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.603,-0.897,0.003,-0.003,0.012,0.009
26.733,CLOSE_22,,,,,,,,,,,,,,,,,,,,
26.736,CLOSE_24,,,,,,,,,,,,,,,,,,,,
26.738,CLOSE_26,,,,,,,,,,,,,,,,,,,,
26.739,CLOSE_22,,,,,,,,,,,,,,,,,,,,
26.745,CLOSE_24,,,,,,,,,,,,,,,,,,,,
26.747,CLOSE_26,,,,,,,,,,,,,,,,,,,,
26.787,,-0.927,0.003,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.603,-0.897,0.003,-0.003,0.012,0.009
26.797,CLOSE_22,,,,,,,,,,,,,,,,,,,,
26.805,CLOSE_24,,,,,,,,,,,,,,,,,,,,
26.810,CLOSE_26,,,,,,,,,,,,,,,,,,,,
26.812,CLOSE_22,,,,,,,,,,,,,,,,,,,,
26.816,CLOSE_24,,,,,,,,,,,,,,,,,,,,
26.823,CLOSE_26,,,,,,,,,,,,,,,,,,,,
27.128,,1.471,0.004,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.604,-0.896,0.004,-0.004,-0.010,0.001
27.132,CLOSE_22,,,,,,,,,,,,,,,,,,,,
27.136,CLOSE_24,,,,,,,,,,,,,,,,,,,,
27.139,CLOSE_26,,,,,,,,,,,,,,,,,,,,
27.142,CLOSE_22,,,,,,,,,,,,,,,,,,,,
27.144,CLOSE_24,,,,,,,,,,,,,,,,,,,,
27.146,CLOSE_26,,,,,,,,,,,,,,,,,,,,
27.171,,1.471,0.004,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.604,-0.896,0.004,-0.004,-0.010,0.001
27.172,CLOSE_22,,,,,,,,,,,,,,,,,,,,
27.174,CLOSE_24,,,,,,,,,,,,,,,,,,,,
27.175,CLOSE_26,,,,,,,,,,,,,,,,,,,,
27.177,CLOSE_22,,,,,,,,,,,,,,,,,,,,
27.181,CLOSE_24,,,,,,,,,,,,,,,,,,,,
27.190,CLOSE_26,,,,,,,,,,,,,,,,,,,,
27.527,,-0.464,0.001,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.601,-0.899,0.000,-0.001,0.005,0.010
27.534,CLOSE_22,,,,,,,,,,,,,,,,,,,,
27.538,CLOSE_24,,,,,,,,,,,,,,,,,,,,
27.543,CLOSE_26,,,,,,,,,,,,,,,,,,,,
27.546,CLOSE_22,,,,,,,,,,,,,,,,,,,,
27.548,CLOSE_24,,,,,,,,,,,,,,,,,,,,
27.555,CLOSE_26,,,,,,,,,,,,,,,,,,,,
27.582,,-0.464,0.001,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.601,-0.899,0.000,-0.001,0.005,0.010
27.584,CLOSE_22,,,,,,,,,,,,,,,,,,,,
27.586,CLOSE_24,,,,,,,,,,,,,,,,,,,,
27.588,CLOSE_26,,,,,,,,,,,,,,,,,,,,
27.590,CLOSE_22,,,,,,,,,,,,,,,,,,,,
27.592,CLOSE_24,,,,,,,,,,,,,,,,,,,,
27.593,CLOSE_26,,,,,,,,,,,,,,,,,,,,
27.929,,-3.142,0.003,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.603,-0.897,0.002,-0.003,0.000,-0.008
27.931,CLOSE_22,,,,,,,,,,,,,,,,,,,,
27.933,CLOSE_24,,,,,,,,,,,,,,,,,,,,
27.935,CLOSE_26,,,,,,,,,,,,,,,,,,,,
27.937,CLOSE_22,,,,,,,,,,,,,,,,,,,,
27.938,CLOSE_24,,,,,,,,,,,,,,,,,,,,
27.944,CLOSE_26,,,,,,,,,,,,,,,,,,,,
27.970,,-3.142,0.003,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.603,-0.897,0.002,-0.003,0.000,-0.008
27.973,CLOSE_22,,,,,,,,,,,,,,,,,,,,
27.976,CLOSE_24,,,,,,,,,,,,,,,,,,,,
27.977,CLOSE_26,,,,,,,,,,,,,,,,,,,,
27.978,CLOSE_22,,,,,,,,,,,,,,,,,,,,
27.987,CLOSE_24,,,,,,,,,,,,,,,,,,,,
27.990,CLOSE_26,,,,,,,,,,,,,,,,,,,,
28.323,,-2.007,0.004,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.604,-0.896,0.001,-0.004,0.015,-0.007
28.325,CLOSE_22,,,,,,,,,,,,,,,,,,,,
28.326,CLOSE_24,,,,,,,,,,,,,,,,,,,,
28.327,CLOSE_26,,,,,,,,,,,,,,,,,,,,
28.328,CLOSE_22,,,,,,,,,,,,,,,,,,,,
28.329,CLOSE_24,,,,,,,,,,,,,,,,,,,,
28.330,CLOSE_26,,,,,,,,,,,,,,,,,,,,
28.355,,-2.007,0.004,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.604,-0.896,0.001,-0.004,0.015,-0.007
28.358,CLOSE_22,,,,,,,,,,,,,,,,,,,,
28.360,CLOSE_24,,,,,,,,,,,,,,,,,,,,
28.361,CLOSE_26,,,,,,,,,,,,,,,,,,,,
28.362,CLOSE_22,,,,,,,,,,,,,,,,,,,,
28.363,CLOSE_24,,,,,,,,,,,,,,,,,,,,
28.364,CLOSE_26,,,,,,,,,,,,,,,,,,,,
28.724,,-0.291,0.003,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.603,-0.897,0.003,-0.003,0.003,0.010
28.729,CLOSE_22,,,,,,,,,,,,,,,,,,,,
28.732,CLOSE_24,,,,,,,,,,,,,,,,,,,,
28.734,CLOSE_26,,,,,,,,,,,,,,,,,,,,
28.735,CLOSE_22,,,,,,,,,,,,,,,,,,,,
28.737,CLOSE_24,,,,,,,,,,,,,,,,,,,,
28.739,CLOSE_26,,,,,,,,,,,,,,,,,,,,
28.763,,-0.291,0.003,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.603,-0.897,0.003,-0.003,0.003,0.010
28.766,CLOSE_22,,,,,,,,,,,,,,,,,,,,
28.767,CLOSE_24,,,,,,,,,,,,,,,,,,,,
28.771,CLOSE_26,,,,,,,,,,,,,,,,,,,,
28.773,CLOSE_22,,,,,,,,,,,,,,,,,,,,
28.774,CLOSE_24,,,,,,,,,,,,,,,,,,,,
28.776,CLOSE_26,,,,,,,,,,,,,,,,,,,,
29.128,,1.648,0.003,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.603,-0.897,0.002,-0.003,-0.013,-0.001
29.130,CLOSE_22,,,,,,,,,,,,,,,,,,,,
29.132,CLOSE_24,,,,,,,,,,,,,,,,,,,,
29.133,CLOSE_26,,,,,,,,,,,,,,,,,,,,
29.135,CLOSE_22,,,,,,,,,,,,,,,,,,,,
29.137,CLOSE_24,,,,,,,,,,,,,,,,,,,,
29.138,CLOSE_26,,,,,,,,,,,,,,,,,,,,
29.163,,1.648,0.003,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.603,-0.897,0.002,-0.003,-0.013,-0.001
29.166,CLOSE_22,,,,,,,,,,,,,,,,,,,,
29.168,CLOSE_24,,,,,,,,,,,,,,,,,,,,
29.172,CLOSE_26,,,,,,,,,,,,,,,,,,,,
29.174,CLOSE_22,,,,,,,,,,,,,,,,,,,,
29.175,CLOSE_24,,,,,,,,,,,,,,,,,,,,
29.176,CLOSE_26,,,,,,,,,,,,,,,,,,,,
29.527,,-0.910,0.003,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.603,-0.897,0.002,-0.003,0.018,0.014
29.529,CLOSE_22,,,,,,,,,,,,,,,,,,,,
29.535,CLOSE_24,,,,,,,,,,,,,,,,,,,,
29.537,CLOSE_26,,,,,,,,,,,,,,,,,,,,
29.538,CLOSE_22,,,,,,,,,,,,,,,,,,,,
29.547,CLOSE_24,,,,,,,,,,,,,,,,,,,,
29.549,CLOSE_26,,,,,,,,,,,,,,,,,,,,
29.575,,-0.910,0.003,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.603,-0.897,0.002,-0.003,0.018,0.014
29.578,CLOSE_22,,,,,,,,,,,,,,,,,,,,
29.580,CLOSE_24,,,,,,,,,,,,,,,,,,,,
29.581,CLOSE_26,,,,,,,,,,,,,,,,,,,,
29.583,CLOSE_22,,,,,,,,,,,,,,,,,,,,
29.585,CLOSE_24,,,,,,,,,,,,,,,,,,,,
29.587,CLOSE_26,,,,,,,,,,,,,,,,,,,,
29.930,,-1.326,0.004,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.604,-0.896,0.005,-0.004,0.004,0.001
29.931,CLOSE_22,,,,,,,,,,,,,,,,,,,,
29.933,CLOSE_24,,,,,,,,,,,,,,,,,,,,
29.936,CLOSE_26,,,,,,,,,,,,,,,,,,,,
29.938,CLOSE_22,,,,,,,,,,,,,,,,,,,,
29.939,CLOSE_24,,,,,,,,,,,,,,,,,,,,
29.941,CLOSE_26,,,,,,,,,,,,,,,,,,,,
29.966,,-1.326,0.004,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.604,-0.896,0.005,-0.004,0.004,0.001
29.969,CLOSE_22,,,,,,,,,,,,,,,,,,,,
29.972,CLOSE_24,,,,,,,,,,,,,,,,,,,,
29.975,CLOSE_26,,,,,,,,,,,,,,,,,,,,
29.976,CLOSE_22,,,,,,,,,,,,,,,,,,,,
29.978,CLOSE_24,,,,,,,,,,,,,,,,,,,,
29.980,CLOSE_26,,,,,,,,,,,,,,,,,,,,
30.324,,1.144,0.005,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.605,-0.895,0.002,-0.005,-0.011,0.005
30.326,CLOSE_22,,,,,,,,,,,,,,,,,,,,
30.328,CLOSE_24,,,,,,,,,,,,,,,,,,,,
30.330,CLOSE_26,,,,,,,,,,,,,,,,,,,,
30.332,CLOSE_22,,,,,,,,,,,,,,,,,,,,
30.334,CLOSE_24,,,,,,,,,,,,,,,,,,,,
30.337,CLOSE_26,,,,,,,,,,,,,,,,,,,,
30.364,,1.144,0.005,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.605,-0.895,0.002,-0.005,-0.011,0.005
30.372,CLOSE_22,,,,,,,,,,,,,,,,,,,,
30.374,CLOSE_24,,,,,,,,,,,,,,,,,,,,
30.376,CLOSE_26,,,,,,,,,,,,,,,,,,,,
30.378,CLOSE_22,,,,,,,,,,,,,,,,,,,,
30.380,CLOSE_24,,,,,,,,,,,,,,,,,,,,
30.386,CLOSE_26,,,,,,,,,,,,,,,,,,,,
30.723,,0.227,0.006,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.607,-0.894,0.002,-0.006,-0.003,0.013
30.726,CLOSE_22,,,,,,,,,,,,,,,,,,,,
30.727,CLOSE_24,,,,,,,,,,,,,,,,,,,,
30.729,CLOSE_26,,,,,,,,,,,,,,,,,,,,
30.737,CLOSE_22,,,,,,,,,,,,,,,,,,,,
30.739,CLOSE_24,,,,,,,,,,,,,,,,,,,,
30.741,CLOSE_26,,,,,,,,,,,,,,,,,,,,
30.767,,0.227,0.006,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.607,-0.894,0.002,-0.006,-0.003,0.013
30.771,CLOSE_22,,,,,,,,,,,,,,,,,,,,
30.774,CLOSE_24,,,,,,,,,,,,,,,,,,,,
30.777,CLOSE_26,,,,,,,,,,,,,,,,,,,,
30.779,CLOSE_22,,,,,,,,,,,,,,,,,,,,
30.781,CLOSE_24,,,,,,,,,,,,,,,,,,,,
30.782,CLOSE_26,,,,,,,,,,,,,,,,,,,,
31.129,,-2.575,0.008,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.608,-0.892,0.003,-0.008,0.007,-0.011
31.132,CLOSE_22,,,,,,,,,,,,,,,,,,,,
31.138,CLOSE_24,,,,,,,,,,,,,,,,,,,,
31.147,CLOSE_26,,,,,,,,,,,,,,,,,,,,
31.149,CLOSE_22,,,,,,,,,,,,,,,,,,,,
31.151,CLOSE_24,,,,,,,,,,,,,,,,,,,,
31.154,CLOSE_26,,,,,,,,,,,,,,,,,,,,
31.178,,-2.575,0.008,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.608,-0.892,0.003,-0.008,0.007,-0.011
31.180,CLOSE_22,,,,,,,,,,,,,,,,,,,,
31.181,CLOSE_24,,,,,,,,,,,,,,,,,,,,
31.182,CLOSE_26,,,,,,,,,,,,,,,,,,,,
31.183,CLOSE_22,,,,,,,,,,,,,,,,,,,,
31.184,CLOSE_24,,,,,,,,,,,,,,,,,,,,
31.186,CLOSE_26,,,,,,,,,,,,,,,,,,,,
31.529,,0.257,0.002,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.602,-0.898,0.003,-0.002,-0.005,0.019
31.531,CLOSE_22,,,,,,,,,,,,,,,,,,,,
31.532,CLOSE_24,,,,,,,,,,,,,,,,,,,,
31.534,CLOSE_26,,,,,,,,,,,,,,,,,,,,
31.535,CLOSE_22,,,,,,,,,,,,,,,,,,,,
31.537,CLOSE_24,,,,,,,,,,,,,,,,,,,,
31.539,CLOSE_26,,,,,,,,,,,,,,,,,,,,
31.567,,0.257,0.002,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.602,-0.898,0.003,-0.002,-0.005,0.019
31.574,CLOSE_22,,,,,,,,,,,,,,,,,,,,
31.578,CLOSE_24,,,,,,,,,,,,,,,,,,,,
31.582,CLOSE_26,,,,,,,,,,,,,,,,,,,,
31.585,CLOSE_22,,,,,,,,,,,,,,,,,,,,
31.587,CLOSE_24,,,,,,,,,,,,,,,,,,,,
31.591,CLOSE_26,,,,,,,,,,,,,,,,,,,,
31.929,,-3.094,0.002,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.602,-0.898,-0.000,-0.002,0.001,-0.021
31.932,CLOSE_22,,,,,,,,,,,,,,,,,,,,
31.935,CLOSE_24,,,,,,,,,,,,,,,,,,,,
31.937,CLOSE_26,,,,,,,,,,,,,,,,,,,,
31.942,CLOSE_22,,,,,,,,,,,,,,,,,,,,
31.944,CLOSE_24,,,,,,,,,,,,,,,,,,,,
31.950,CLOSE_26,,,,,,,,,,,,,,,,,,,,
31.975,,-3.094,0.002,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.602,-0.898,-0.000,-0.002,0.001,-0.021
31.985,CLOSE_22,,,,,,,,,,,,,,,,,,,,
31.988,CLOSE_24,,,,,,,,,,,,,,,,,,,,
31.990,CLOSE_26,,,,,,,,,,,,,,,,,,,,
31.992,CLOSE_22,,,,,,,,,,,,,,,,,,,,
31.994,CLOSE_24,,,,,,,,,,,,,,,,,,,,
31.997,CLOSE_26,,,,,,,,,,,,,,,,,,,,
32.323,,-0.395,0.003,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.603,-0.897,-0.001,-0.003,0.005,0.012
32.325,CLOSE_22,,,,,,,,,,,,,,,,,,,,
32.327,CLOSE_24,,,,,,,,,,,,,,,,,,,,
32.328,CLOSE_26,,,,,,,,,,,,,,,,,,,,
32.330,CLOSE_22,,,,,,,,,,,,,,,,,,,,
32.332,CLOSE_24,,,,,,,,,,,,,,,,,,,,
32.336,CLOSE_26,,,,,,,,,,,,,,,,,,,,
32.362,,-0.395,0.003,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.603,-0.897,-0.001,-0.003,0.005,0.012
32.364,CLOSE_22,,,,,,,,,,,,,,,,,,,,
32.367,CLOSE_24,,,,,,,,,,,,,,,,,,,,
32.370,CLOSE_26,,,,,,,,,,,,,,,,,,,,
32.372,CLOSE_22,,,,,,,,,,,,,,,,,,,,
32.374,CLOSE_24,,,,,,,,,,,,,,,,,,,,
32.377,CLOSE_26,,,,,,,,,,,,,,,,,,,,
32.723,,1.422,0.002,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.602,-0.898,0.001,-0.002,-0.020,0.003
32.725,CLOSE_22,,,,,,,,,,,,,,,,,,,,
32.729,CLOSE_24,,,,,,,,,,,,,,,,,,,,
32.731,CLOSE_26,,,,,,,,,,,,,,,,,,,,
32.733,CLOSE_22,,,,,,,,,,,,,,,,,,,,
32.735,CLOSE_24,,,,,,,,,,,,,,,,,,,,
32.740,CLOSE_26,,,,,,,,,,,,,,,,,,,,
32.768,,1.422,0.002,"[1, 1, 0, 0, 1]","[1, 0, 1, 1, 1]","[1, 0, 0, 0, 1]","[1, 0, -1, 0, 1]","[1, -1, 1, 0, 0]","[1, -1, 0, 0, 1]",6.096,3.048,3.048,2,1,1,3.602,-0.898,0.001,-0.002,-0.020,0.003
32.770,CLOSE_22,,,,,,,,,,,,,,,,,,,,
32.774,CLOSE_24,,,,,,,,,,,,,,,,,,,,
32.776,CLOSE_26,,,,,,,,,,,,,,,,,,,,
32.782,CLOSE_22,,,,,,,,,,,,,,,,,,,,
32.787,CLOSE_24,,,,,,,,,,,,,,,,,,,,
